"Date","Time","State","State No","Scale","Injuries","Fatalities","Start Lat","Start Lon","Length","Width"
"2000-04-23","16:10:00","LA","19","1","0","0","32.88","-93.98","8.0","500.0"
"2000-04-23","16:40:00","LA","20","3","3","0","32.43","-94.05","32.5","500.0"
"2000-04-23","16:40:00","LA","21","2","0","0","32.82","-93.75","37.2","700.0"
"2000-04-23","17:46:00","LA","22","2","0","0","32.05","-93.7","8.5","150.0"
"2000-04-23","18:05:00","LA","24","3","0","0","31.97","-93.47","19.3","200.0"
"2000-04-23","18:05:00","LA","23","1","6","0","32.48","-93.85","8.0","150.0"
"2000-04-23","18:16:00","LA","25","2","0","0","32.27","-93.18","4.3","200.0"
"2000-04-23","19:30:00","LA","26","1","1","0","32.3","-92.45","2.5","30.0"
"2000-04-23","20:50:00","LA","27","2","0","0","31.7","-92.1","2.3","150.0"
"2000-05-28","16:20:00","LA","28","0","0","0","30.23","-90.92","0.1","20.0"
"2000-06-16","09:55:00","LA","29","1","0","0","29.87","-91.62","1.3","10.0"
"2000-06-25","17:11:00","LA","30","0","0","0","30.85","-90.15","0.1","30.0"
"2000-07-18","14:15:00","LA","31","0","0","0","29.38","-89.6","0.1","20.0"
"2000-07-22","17:41:00","LA","32","0","0","0","30.43","-90.43","0.1","20.0"
"2000-07-22","17:55:00","LA","33","0","0","0","30.25","-89.73","0.1","20.0"
"2000-08-10","16:12:00","LA","34","0","0","0","29.95","-90.1","0.1","20.0"
"2000-08-20","14:45:00","LA","35","0","0","0","30.43","-90.43","0.1","20.0"
"2000-08-23","15:20:00","LA","36","0","1","0","30.48","-89.92","1.5","30.0"
"2000-08-30","16:30:00","LA","37","0","0","0","30.97","-89.8","0.1","20.0"
"2000-08-31","14:35:00","LA","38","0","0","0","30.85","-90.18","0.2","20.0"
"2000-08-31","17:14:00","LA","39","0","0","0","29.67","-90.72","0.1","20.0"
"2000-11-06","05:45:00","LA","40","2","3","0","30.9","-92.22","3.0","20.0"
"2000-11-06","13:55:00","LA","41","1","0","0","30.27","-89.78","1.0","30.0"
"2000-11-08","13:58:00","LA","42","2","0","0","31.85","-91.67","25.0","500.0"
"2000-11-16","16:00:00","LA","43","1","0","0","29.33","-89.42","0.3","50.0"
"2001-01-29","11:55:00","LA","19","0","0","0","30.72","-90.5","0.2","25.0"
"2001-03-12","07:20:00","LA","11","0","0","0","30.93","-90.38","0.2","20.0"
"2001-03-12","09:10:00","LA","15","0","0","0","30.93","-90.52","0.3","20.0"
"2001-06-07","05:24:00","LA","9","1","0","1","30.7","-91.15","1.0","30.0"
"2001-06-13","08:07:00","LA","14","0","0","0","29.98","-90.23","0.1","25.0"
"2001-10-11","10:10:00","LA","16","0","0","0","31.2","-93.35","0.5","10.0"
"2001-10-11","12:25:00","LA","20","0","0","0","32.37","-91.03","0.7","30.0"
"2001-10-11","12:25:00","LA","20","0","0","0","32.37","-91.03","0.2","30.0"
"2001-10-11","15:01:00","LA","21","0","0","0","30.45","-90.67","0.2","10.0"
"2001-10-11","17:35:00","LA","31","1","0","0","29.63","-89.7","0.5","30.0"
"2001-10-13","04:05:00","LA","7","1","0","0","30.75","-93.53","0.5","10.0"
"2001-10-13","07:45:00","LA","12","1","0","0","30.23","-92.27","0.5","10.0"
"2001-10-13","08:00:00","LA","13","1","0","0","30.03","-92.13","0.5","10.0"
"2001-10-13","17:20:00","LA","30","0","0","0","29.35","-89.53","0.3","20.0"
"2001-11-23","23:39:00","LA","34","1","0","0","32.33","-92.5","9.0","30.0"
"2001-11-24","00:40:00","LA","2","3","11","3","32.8","-91.88","30.0","880.0"
"2001-11-24","00:40:00","LA","2","1","0","0","32.8","-91.88","17.0","200.0"
"2001-11-24","00:43:00","LA","3","1","0","0","31.55","-92.73","11.5","30.0"
"2001-11-24","01:14:00","LA","4","0","0","0","31.85","-92.4","2.9","30.0"
"2001-11-24","01:35:00","LA","5","1","0","0","32.0","-92.27","5.0","30.0"
"2001-11-24","02:05:00","LA","6","2","3","0","31.05","-91.8","1.0","10.0"
"2001-11-24","06:10:00","LA","10","0","0","0","32.25","-91.2","0.5","50.0"
"2001-11-26","15:57:00","LA","23","1","0","0","32.53","-92.53","7.1","40.0"
"2001-11-26","16:48:00","LA","25","1","0","0","32.6","-92.42","8.7","40.0"
"2001-11-26","16:51:00","LA","26","1","0","0","32.43","-92.98","13.7","30.0"
"2001-11-26","16:55:00","LA","27","1","0","0","32.82","-93.32","17.0","40.0"
"2001-11-26","23:50:00","LA","35","2","0","0","31.88","-93.18","15.2","100.0"
"2001-11-27","00:01:00","LA","1","1","0","0","31.9","-93.13","2.7","30.0"
"2001-11-28","04:55:00","LA","8","0","0","0","30.18","-93.5","1.0","10.0"
"2001-12-12","11:12:00","LA","17","1","0","0","30.85","-93.37","4.0","20.0"
"2001-12-12","15:55:00","LA","22","0","0","0","32.15","-91.23","0.2","30.0"
"2001-12-13","20:30:00","LA","32","1","0","0","29.6","-90.72","0.2","25.0"
"2001-12-13","21:05:00","LA","33","0","0","0","29.98","-90.15","0.2","25.0"
"2001-12-22","16:21:00","LA","24","1","0","0","31.93","-92.62","8.5","25.0"
"2002-03-20","12:15:00","LA","1","0","0","0","30.0","-90.72","0.2","20.0"
"2002-03-31","10:40:00","LA","2","1","0","0","29.48","-90.72","0.5","30.0"
"2002-08-22","11:25:00","LA","3","0","0","0","29.95","-90.35","0.2","20.0"
"2002-09-25","23:30:00","LA","4","1","0","0","29.38","-90.28","0.5","50.0"
"2002-10-03","07:40:00","LA","19","1","0","0","30.25","-89.8","0.3","30.0"
"2002-10-03","08:30:00","LA","20","1","0","0","29.68","-91.0","0.3","30.0"
"2002-10-03","10:06:00","LA","5","0","0","0","30.22","-92.02","1.0","20.0"
"2002-10-03","10:08:00","LA","6","1","0","0","30.2","-92.35","1.0","20.0"
"2002-10-03","10:25:00","LA","7","0","0","0","30.27","-92.27","1.0","20.0"
"2002-10-03","10:28:00","LA","8","0","0","0","30.22","-92.02","1.0","10.0"
"2002-10-03","10:30:00","LA","18","0","0","0","30.48","-90.1","0.3","25.0"
"2002-10-03","10:43:00","LA","9","0","0","0","30.18","-92.47","1.0","10.0"
"2002-10-03","10:55:00","LA","11","0","0","0","30.22","-92.1","1.0","10.0"
"2002-10-03","10:58:00","LA","10","0","0","0","30.4","-92.4","1.0","10.0"
"2002-10-03","11:22:00","LA","12","0","0","0","30.88","-92.42","1.0","10.0"
"2002-10-03","11:28:00","LA","13","0","0","0","30.42","-92.32","1.0","10.0"
"2002-10-03","12:15:00","LA","14","0","0","0","30.63","-92.42","1.0","10.0"
"2002-10-03","14:00:00","LA","15","0","0","0","31.23","-92.47","1.0","15.0"
"2002-10-03","15:52:00","LA","17","1","0","0","31.4","-92.28","2.5","25.0"
"2002-10-03","16:30:00","LA","16","0","0","0","31.15","-92.5","1.0","10.0"
"2002-10-09","13:02:00","LA","21","1","0","0","29.87","-90.97","0.5","50.0"
"2002-10-25","17:05:00","LA","22","0","0","0","29.95","-90.5","0.1","20.0"
"2002-10-29","00:53:00","LA","23","1","2","0","30.48","-93.4","2.0","20.0"
"2002-10-29","02:45:00","LA","24","2","3","2","30.45","-92.37","10.5","50.0"
"2002-10-29","03:10:00","LA","25","2","0","0","30.6","-92.17","5.0","20.0"
"2002-10-29","04:00:00","LA","27","1","0","0","30.68","-91.42","0.5","30.0"
"2002-10-29","04:45:00","LA","26","1","0","0","30.45","-91.15","7.0","100.0"
"2002-11-05","09:50:00","LA","28","1","2","0","29.95","-90.32","0.3","75.0"
"2002-11-11","00:55:00","LA","29","1","0","0","30.53","-90.23","0.3","150.0"
"2002-12-18","15:55:00","LA","31","2","0","0","32.88","-92.53","20.2","110.0"
"2002-12-18","15:55:00","LA","32","2","0","0","32.88","-92.53","16.2","110.0"
"2002-12-18","19:10:00","LA","30","1","0","0","32.68","-93.83","2.3","80.0"
"2002-12-19","13:30:00","LA","33","0","0","0","30.0","-90.42","5.0","20.0"
"2002-12-30","23:55:00","LA","34","1","1","0","30.23","-93.05","3.0","20.0"
"2003-02-15","12:00:00","LA","1","1","1","0","29.95","-92.0","0.5","10.0"
"2003-03-18","17:20:00","LA","2","0","0","0","31.3","-92.07","1.0","10.0"
"2003-03-18","17:33:00","LA","3","0","0","0","31.4","-91.95","5.0","100.0"
"2003-03-18","17:55:00","LA","4","0","0","0","31.5","-91.75","1.5","100.0"
"2003-04-04","16:08:00","LA","5","1","0","0","31.52","-93.57","3.7","75.0"
"2003-04-06","10:44:00","LA","6","0","0","0","32.37","-91.63","0.8","50.0"
"2003-04-06","15:16:00","LA","7","0","0","0","32.43","-92.72","5.5","50.0"
"2003-04-07","12:27:00","LA","8","1","0","0","30.05","-91.05","0.5","35.0"
"2003-04-07","12:33:00","LA","9","1","0","0","30.1","-91.0","1.0","40.0"
"2003-04-24","15:00:00","LA","10","1","0","0","30.77","-89.98","22.0","30.0"
"2003-04-24","15:00:00","LA","10","1","0","0","30.77","-89.98","14.0","30.0"
"2003-04-24","15:15:00","LA","11","2","3","0","32.65","-91.55","11.0","75.0"
"2003-05-07","01:39:00","LA","12","0","0","0","32.73","-94.03","0.9","25.0"
"2003-05-07","04:43:00","LA","13","1","0","0","32.6","-92.43","5.3","100.0"
"2003-05-13","20:37:00","LA","14","0","0","0","33.02","-93.3","3.4","25.0"
"2003-05-13","20:53:00","LA","15","1","0","0","32.9","-93.27","7.4","25.0"
"2003-06-15","12:03:00","LA","16","0","0","0","30.75","-91.5","0.2","20.0"
"2003-06-30","11:00:00","LA","17","0","0","0","29.75","-89.8","0.2","30.0"
"2003-06-30","11:10:00","LA","18","1","4","0","30.07","-90.57","0.2","40.0"
"2003-06-30","11:45:00","LA","19","0","0","0","30.13","-89.68","0.2","30.0"
"2003-11-18","04:00:00","LA","20","1","0","0","30.9","-92.18","4.0","10.0"
"2003-11-18","09:27:00","LA","21","1","0","0","29.9","-90.13","0.3","15.0"
"2003-11-26","21:50:00","LA","22","2","5","0","30.75","-93.32","18.0","100.0"
"2004-01-25","06:47:00","LA","1","2","3","0","30.15","-92.1","1.0","10.0"
"2004-04-29","11:05:00","LA","2","1","0","0","32.82","-93.12","7.0","75.0"
"2004-04-29","14:20:00","LA","3","0","0","0","32.95","-91.85","0.2","25.0"
"2004-05-12","18:22:00","LA","4","0","0","0","29.98","-90.23","0.3","25.0"
"2004-06-27","09:00:00","LA","5","1","0","0","30.85","-90.15","5.0","30.0"
"2004-07-06","12:00:00","LA","6","0","0","0","29.75","-90.82","0.2","25.0"
"2004-10-09","03:48:00","LA","7","0","0","0","29.4","-90.28","0.1","20.0"
"2004-11-01","17:30:00","LA","8","0","0","0","30.23","-92.82","0.5","10.0"
"2004-11-01","22:30:00","LA","9","0","0","0","30.95","-92.18","1.0","10.0"
"2004-11-02","09:05:00","LA","10","0","0","0","29.6","-90.72","0.1","20.0"
"2004-11-02","10:00:00","LA","11","0","0","0","29.82","-89.98","0.3","25.0"
"2004-11-22","13:30:00","LA","12","0","0","0","30.23","-93.02","1.0","10.0"
"2004-11-22","14:05:00","LA","13","0","0","0","30.32","-92.95","1.0","10.0"
"2004-11-22","16:42:00","LA","14","0","0","0","30.45","-92.62","1.0","10.0"
"2004-11-23","16:24:00","LA","15","0","0","0","32.43","-91.87","0.5","25.0"
"2004-11-23","17:43:00","LA","16","1","0","0","30.98","-93.57","6.0","300.0"
"2004-11-23","18:00:00","LA","17","0","0","0","31.67","-93.07","1.0","25.0"
"2004-11-23","18:08:00","LA","18","1","0","0","31.15","-93.27","1.0","100.0"
"2004-11-23","18:35:00","LA","19","2","3","0","31.32","-93.07","10.0","600.0"
"2004-11-23","18:49:00","LA","20","2","1","0","31.33","-92.95","20.0","300.0"
"2004-11-23","18:50:00","LA","21","1","0","0","31.07","-93.5","14.0","150.0"
"2004-11-23","19:20:00","LA","22","0","0","0","31.57","-92.72","12.0","75.0"
"2004-11-23","19:20:00","LA","23","1","0","0","31.05","-93.2","3.0","50.0"
"2004-11-23","20:05:00","LA","24","3","20","1","31.88","-92.25","15.0","300.0"
"2004-11-23","20:30:00","LA","25","0","0","0","31.38","-92.57","3.0","75.0"
"2004-11-24","00:30:00","LA","26","2","4","0","30.3","-89.85","4.0","50.0"
"2004-11-24","04:50:00","LA","27","1","0","0","29.9","-90.13","4.5","75.0"
"2004-11-27","07:50:00","LA","28","1","0","0","29.68","-91.0","0.5","30.0"
"2004-12-09","01:25:00","LA","29","1","1","0","30.17","-92.18","7.0","50.0"
"2005-01-12","22:58:00","LA","1","2","12","0","32.73","-93.13","15.0","250.0"
"2005-03-13","17:26:00","LA","2","1","0","0","32.43","-91.22","1.5","50.0"
"2005-03-13","17:44:00","LA","3","0","0","0","32.35","-91.03","1.0","50.0"
"2005-03-26","17:34:00","LA","4","0","0","0","31.65","-91.4","1.0","75.0"
"2005-04-05","23:15:00","LA","5","1","1","0","32.37","-93.3","3.0","300.0"
"2005-04-05","23:21:00","LA","6","1","0","0","32.4","-93.27","1.0","300.0"
"2005-04-05","23:30:00","LA","7","1","0","0","32.43","-93.23","2.0","300.0"
"2005-04-06","06:40:00","LA","8","0","0","0","30.95","-90.53","0.2","20.0"
"2005-04-06","09:22:00","LA","9","1","0","0","29.68","-90.1","13.0","40.0"
"2005-04-06","11:12:00","LA","10","2","2","0","29.1","-90.2","2.0","50.0"
"2005-04-06","12:10:00","LA","11","1","0","0","29.47","-89.7","1.0","50.0"
"2005-06-09","05:33:00","LA","12","1","0","0","30.22","-90.98","0.2","30.0"
"2005-06-17","12:55:00","LA","13","0","0","0","30.25","-90.97","0.1","20.0"
"2005-06-30","10:45:00","LA","14","0","0","0","29.87","-89.98","0.2","25.0"
"2005-07-15","10:06:00","LA","15","0","0","0","29.82","-90.83","0.1","20.0"
"2005-09-24","16:14:00","LA","16","0","0","0","32.68","-91.23","1.0","50.0"
"2005-09-24","18:56:00","LA","17","0","0","0","31.52","-91.72","2.0","75.0"
"2005-09-24","21:06:00","LA","18","1","0","0","31.57","-91.95","9.0","50.0"
"2005-09-24","23:42:00","LA","19","0","0","0","31.7","-91.55","1.0","75.0"
"2005-09-24","23:44:00","LA","20","3","3","0","31.72","-91.55","14.0","100.0"
"2005-09-25","00:39:00","LA","21","0","0","0","32.18","-91.58","0.7","100.0"
"2005-09-25","00:43:00","LA","22","0","0","0","32.37","-91.2","4.0","75.0"
"2005-11-28","01:24:00","LA","23","0","0","0","32.73","-91.42","0.5","30.0"
"2006-01-13","04:20:00","LA","1","1","1","0","31.7","-91.58","2.0","100.0"
"2006-02-02","02:34:00","LA","2","1","1","0","30.0","-90.25","3.5","150.0"
"2006-02-02","02:39:00","LA","3","2","0","0","29.98","-90.15","5.5","150.0"
"2006-04-07","14:35:00","LA","4","0","0","0","32.8","-92.3","6.8","250.0"
"2006-04-29","16:50:00","LA","5","0","0","0","30.3","-91.98","0.2","10.0"
"2006-05-02","15:00:00","LA","6","0","0","0","30.0","-90.72","0.2","25.0"
"2006-05-04","13:47:00","LA","7","0","0","0","29.87","-89.98","0.2","20.0"
"2006-05-08","21:17:00","LA","8","1","0","0","30.78","-90.15","0.3","30.0"
"2006-05-10","15:27:00","LA","9","2","0","0","31.65","-91.73","8.0","250.0"
"2006-05-10","15:35:00","LA","10","0","0","0","32.1","-91.22","2.0","50.0"
"2006-05-10","16:03:00","LA","11","0","0","0","31.62","-91.45","2.0","50.0"
"2006-05-10","16:03:00","LA","11","0","0","0","31.62","-91.45","5.0","50.0"
"2006-07-26","04:55:00","LA","12","0","0","0","30.05","-92.53","0.2","10.0"
"2006-09-21","13:30:00","LA","13","0","0","0","29.77","-92.33","1.0","20.0"
"2006-09-21","17:20:00","LA","14","0","0","0","29.95","-92.08","1.0","20.0"
"2006-09-21","17:48:00","LA","15","1","0","0","30.02","-92.0","2.0","50.0"
"2006-09-21","17:55:00","LA","16","0","0","0","30.08","-91.9","1.0","20.0"
"2006-10-12","15:05:00","LA","17","0","0","0","30.71","-93.05","0.1","10.0"
"2006-10-12","15:30:00","LA","18","0","0","0","30.68","-92.89","0.1","10.0"
"2006-10-16","01:58:00","LA","19","1","3","0","29.25","-90.22","0.75","40.0"
"2006-10-16","02:35:00","LA","20","1","1","0","30.27","-91.23","2.24","40.0"
"2006-10-16","02:55:00","LA","21","0","0","0","29.77","-92.97","0.1","10.0"
"2006-10-16","07:09:00","LA","22","0","0","0","30.12","-92.5","0.69","10.0"
"2006-10-16","07:28:00","LA","23","0","0","0","30.04","-92.51","0.25","20.0"
"2006-10-16","07:30:00","LA","24","0","0","0","30.12","-92.5","0.1","10.0"
"2006-10-16","07:50:00","LA","25","1","0","0","30.33","-92.49","0.5","10.0"
"2006-10-16","07:54:00","LA","26","0","0","0","30.21","-92.41","0.1","10.0"
"2006-10-16","08:30:00","LA","27","0","0","0","31.22","-92.16","0.1","10.0"
"2006-10-16","09:40:00","LA","28","0","0","0","31.74","-93.12","3.0","150.0"
"2006-10-16","10:10:00","LA","29","0","0","0","30.94","-92.94","0.1","10.0"
"2006-10-16","10:39:00","LA","30","1","0","0","31.87","-93.2","4.0","100.0"
"2006-10-16","14:00:00","LA","31","0","0","0","32.15","-92.01","1.1","200.0"
"2006-10-16","14:03:00","LA","32","0","0","0","32.15","-91.64","0.5","30.0"
"2006-10-27","03:40:00","LA","33","0","0","0","30.6","-91.0","1.78","75.0"
"2006-10-27","04:40:00","LA","34","0","0","0","30.86","-90.49","2.47","75.0"
"2006-11-14","16:00:00","LA","35","1","0","0","30.95","-90.28","0.5","50.0"
"2006-11-14","16:10:00","LA","36","1","0","0","30.99","-90.15","0.5","50.0"
"2006-11-15","01:55:00","LA","37","2","2","1","30.75","-90.54","6.02","100.0"
"2006-11-15","02:50:00","LA","38","2","1","0","30.97","-89.95","22.2","440.0"
"2006-11-15","02:50:00","LA","38","1","0","0","30.97","-89.95","5.0","75.0"
"2006-11-15","05:07:00","LA","39","1","0","0","29.38","-89.53","0.5","35.0"
"2006-12-21","09:00:00","LA","40","0","0","0","29.9","-90.1","0.2","20.0"
"2006-12-30","06:43:00","LA","41","1","0","0","30.3","-92.18","2.39","100.0"
"2007-01-04","15:45:00","LA","1","1","15","2","29.92","-91.8","15.07","100.0"
"2007-01-04","16:35:00","LA","2","1","0","0","30.6","-91.45","1.83","75.0"
"2007-02-13","00:10:00","LA","3","1","0","0","30.11","-92.02","2.16","50.0"
"2007-02-13","00:36:00","LA","4","2","3","0","30.23","-91.86","4.31","300.0"
"2007-02-13","01:03:00","LA","5","0","0","0","29.99","-91.76","0.46","25.0"
"2007-02-13","01:25:00","LA","6","0","0","0","30.03","-92.04","0.46","25.0"
"2007-02-13","02:55:00","LA","7","2","24","0","29.9","-90.13","8.72","50.0"
"2007-02-13","03:10:00","LA","8","2","10","1","30.01","-90.05","1.29","50.0"
"2007-02-24","10:42:00","LA","9","1","1","0","32.59","-93.64","1.0","200.0"
"2007-02-24","15:15:00","LA","10","0","0","0","32.99","-92.62","2.0","150.0"
"2007-02-24","15:15:00","LA","10","1","0","0","32.99","-92.62","7.0","150.0"
"2007-02-24","19:13:00","LA","11","2","0","0","31.61","-91.83","17.33","500.0"
"2007-03-01","09:50:00","LA","12","0","0","0","31.53","-91.91","0.5","50.0"
"2007-03-14","07:50:00","LA","13","0","0","0","29.6","-90.72","0.2","25.0"
"2007-03-27","13:35:00","LA","14","1","0","0","32.9","-93.32","8.0","75.0"
"2007-05-03","15:47:00","LA","15","1","0","0","32.94","-91.95","2.0","75.0"
"2007-05-03","15:51:00","LA","16","1","0","0","32.84","-91.83","0.5","50.0"
"2007-06-18","23:34:00","LA","17","1","0","0","32.8","-91.18","1.8","400.0"
"2007-06-19","17:55:00","LA","18","0","0","0","30.22","-91.1","0.1","20.0"
"2007-07-06","17:20:00","LA","19","0","0","0","30.03","-90.72","0.2","20.0"
"2007-09-13","03:20:00","LA","20","1","0","0","30.03","-92.42","0.25","25.0"
"2007-10-17","16:45:00","LA","21","1","0","0","30.85","-90.15","0.2","25.0"
"2007-10-17","16:55:00","LA","22","1","0","0","30.92","-90.15","0.2","25.0"
"2007-12-26","15:12:00","LA","23","0","0","0","29.53","-90.75","0.2","25.0"
"2008-01-10","13:10:00","LA","0","1","0","0","30.68","-91.46","0.25","30.0"
"2008-02-05","23:17:00","LA","0","0","0","0","31.56","-91.98","1.47","50.0"
"2008-02-12","12:40:00","LA","0","0","0","0","29.63","-89.95","0.1","15.0"
"2008-02-12","13:02:00","LA","0","0","0","0","30.08","-91.83","0.26","10.0"
"2008-02-12","13:16:00","LA","0","0","0","0","30.03","-91.88","0.17","10.0"
"2008-02-12","13:23:00","LA","0","0","0","0","30.71","-90.75","0.2","20.0"
"2008-02-12","13:45:00","LA","0","1","0","1","30.62","-90.5","0.77","20.0"
"2008-02-12","14:20:00","LA","0","0","0","0","30.0","-90.47","0.1","20.0"
"2008-02-16","06:30:00","LA","0","1","0","0","30.73","-91.63","2.47","40.0"
"2008-02-17","01:30:00","LA","0","1","0","0","30.69","-91.9","5.6","125.0"
"2008-02-17","03:42:00","LA","0","1","0","0","30.75","-90.7","0.3","15.0"
"2008-02-17","03:55:00","LA","0","1","0","0","30.77","-90.5","2.04","15.0"
"2008-02-17","04:25:00","LA","0","0","0","0","30.97","-90.3","0.1","15.0"
"2008-02-17","05:05:00","LA","0","0","0","0","30.88","-90.0","0.25","15.0"
"2008-02-21","13:51:00","LA","0","0","0","0","29.99","-93.57","0.13","10.0"
"2008-02-21","14:18:00","LA","0","0","0","0","30.14","-93.35","0.07","10.0"
"2008-02-21","17:22:00","LA","0","0","0","0","30.82","-92.06","0.47","50.0"
"2008-02-21","17:35:00","LA","0","0","0","0","30.92","-92.0","0.68","50.0"
"2008-03-19","03:00:00","LA","0","1","0","0","29.85","-90.1","1.28","20.0"
"2008-03-30","14:06:00","LA","0","0","3","0","31.65","-93.23","1.5","100.0"
"2008-03-30","16:31:00","LA","0","0","0","0","31.5","-93.45","0.82","50.0"
"2008-03-30","17:14:00","LA","0","0","0","0","31.8","-93.02","1.25","50.0"
"2008-04-04","09:08:00","LA","0","1","0","0","31.82","-92.79","5.79","400.0"
"2008-04-04","09:21:00","LA","0","1","1","0","31.92","-92.5","7.6","200.0"
"2008-04-11","14:27:00","LA","0","0","0","0","30.55","-92.31","8.39","50.0"
"2008-04-11","14:40:00","LA","0","0","0","0","30.58","-92.14","4.14","50.0"
"2008-05-02","14:51:00","LA","0","0","0","0","30.5","-90.67","0.1","20.0"
"2008-05-02","19:01:00","LA","0","0","0","0","32.8","-91.84","3.3","50.0"
"2008-05-15","03:15:00","LA","0","1","2","0","30.81","-93.42","4.92","50.0"
"2008-05-15","03:25:00","LA","0","0","0","0","30.75","-93.24","0.29","25.0"
"2008-05-15","05:12:00","LA","0","0","0","0","29.97","-92.58","0.27","25.0"
"2008-05-15","05:15:00","LA","0","2","0","0","30.1","-92.18","7.6","200.0"
"2008-05-15","05:35:00","LA","0","0","0","0","29.89","-92.22","5.55","50.0"
"2008-05-15","05:35:00","LA","0","0","0","0","30.16","-92.05","0.69","25.0"
"2008-05-15","05:40:00","LA","0","1","0","0","30.2","-92.02","0.85","100.0"
"2008-05-15","05:55:00","LA","0","1","1","0","30.3","-91.91","3.79","50.0"
"2008-05-15","08:00:00","LA","0","1","0","0","30.6","-90.23","5.02","75.0"
"2008-05-15","08:20:00","LA","0","1","0","0","30.74","-90.02","2.5","100.0"
"2008-08-08","12:10:00","LA","0","0","0","0","30.0","-91.81","0.57","20.0"
"2008-08-08","14:30:00","LA","0","0","0","0","29.76","-93.7","0.16","20.0"
"2008-09-01","19:07:00","LA","0","0","0","0","31.17","-92.2","0.11","25.0"
"2008-09-02","13:32:00","LA","0","0","0","0","30.48","-90.06","0.2","20.0"
"2008-09-02","16:10:00","LA","0","0","0","0","31.05","-92.02","0.11","25.0"
"2008-09-02","16:40:00","LA","0","0","0","0","29.91","-90.13","1.62","25.0"
"2008-09-02","18:08:00","LA","0","0","0","0","30.49","-92.98","2.86","50.0"
"2008-09-02","19:15:00","LA","0","0","0","0","30.6","-89.9","0.2","20.0"
"2008-09-02","21:25:00","LA","0","1","0","0","31.63","-91.86","5.76","75.0"
"2008-09-03","01:57:00","LA","0","2","0","2","30.54","-92.51","7.06","50.0"
"2008-09-03","03:37:00","LA","0","1","0","0","31.35","-91.84","1.8","50.0"
"2008-09-03","10:57:00","LA","0","0","0","0","30.21","-92.4","0.39","25.0"
"2008-09-03","12:50:00","LA","0","1","0","0","30.41","-91.93","0.41","25.0"
"2008-09-03","14:15:00","LA","0","1","0","0","31.01","-92.29","0.31","25.0"
"2008-09-03","16:22:00","LA","0","1","0","0","31.66","-91.83","0.58","50.0"
"2008-09-03","17:10:00","LA","0","1","0","0","31.71","-91.81","0.87","40.0"
"2008-09-12","05:30:00","LA","0","0","0","0","30.42","-91.9","0.25","10.0"
"2008-09-12","15:25:00","LA","0","2","0","0","30.61","-92.4","3.42","20.0"
"2008-09-12","15:41:00","LA","0","0","0","0","30.06","-92.51","0.3","10.0"
"2008-09-12","16:06:00","LA","0","0","0","0","31.13","-92.97","0.74","10.0"
"2008-09-12","16:10:00","LA","0","0","0","0","31.17","-93.09","0.71","10.0"
"2008-09-13","09:49:00","LA","0","0","0","0","32.61","-93.42","0.5","75.0"
"2008-09-13","11:16:00","LA","0","0","0","0","32.41","-92.61","0.75","40.0"
"2008-09-13","11:20:00","LA","0","0","0","0","32.41","-92.6","3.1","50.0"
"2008-09-13","11:23:00","LA","0","0","0","0","32.49","-92.63","0.25","50.0"
"2008-09-13","11:47:00","LA","0","0","0","0","32.76","-92.65","0.25","40.0"
"2008-09-13","11:53:00","LA","0","0","0","0","32.83","-92.68","0.25","40.0"
"2008-09-13","12:05:00","LA","0","0","0","0","31.71","-92.22","1.25","50.0"
"2008-09-13","12:20:00","LA","0","0","0","0","31.95","-92.19","0.25","30.0"
"2008-09-13","12:48:00","LA","0","0","0","0","32.27","-92.16","0.25","50.0"
"2008-09-13","13:08:00","LA","0","0","0","0","32.7","-92.13","3.5","50.0"
"2008-09-13","14:35:00","LA","0","0","0","0","32.15","-93.34","0.25","40.0"
"2008-09-13","15:09:00","LA","0","0","0","0","32.63","-93.3","1.95","40.0"
"2008-09-13","19:30:00","LA","0","0","0","0","31.52","-93.18","9.0","50.0"
"2008-09-13","19:45:00","LA","0","0","0","0","32.12","-92.71","6.5","30.0"
"2008-09-13","22:37:00","LA","0","0","0","0","31.66","-92.88","4.0","50.0"
"2008-12-09","06:19:00","LA","0","0","0","0","32.25","-93.46","0.33","75.0"
"2008-12-09","09:52:00","LA","0","1","0","0","31.09","-92.73","6.11","200.0"
"2008-12-09","10:43:00","LA","0","1","0","0","32.64","-93.42","0.2","50.0"
"2008-12-09","11:16:00","LA","0","1","0","0","31.31","-92.54","3.48","25.0"
"2008-12-09","12:15:00","LA","0","2","1","0","31.69","-92.21","18.08","300.0"
"2009-02-11","01:04:00","LA","0","1","0","0","32.152","-93.935","1.5","150.0"
"2009-03-24","22:10:00","LA","0","1","0","0","32.2421","-92.7312","1.15","80.0"
"2009-03-25","18:50:00","LA","0","0","0","0","31.8531","-93.4221","0.5","75.0"
"2009-03-26","00:58:00","LA","0","1","0","0","30.6378","-90.4949","0.75","50.0"
"2009-03-26","02:43:00","LA","0","0","0","0","30.2433","-89.7672","0.15","25.0"
"2009-03-26","22:12:00","LA","0","1","0","0","30.2259","-90.8693","1.75","50.0"
"2009-03-26","22:28:00","LA","0","0","0","0","30.37","-90.6639","0.2","150.0"
"2009-03-27","00:30:00","LA","0","1","0","0","30.4234","-89.75","0.3","150.0"
"2009-03-27","15:10:00","LA","0","0","0","0","31.2439","-92.7743","2.56","25.0"
"2009-03-27","21:57:00","LA","0","0","0","0","32.3617","-92.259","1.6","75.0"
